station_id,name,short_name,latitude,longitude,region_id,rental_methods,capacity,eightd_has_key_dispenser,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,eightd_has_available_keys,last_reported
3897,Onderdonk Ave & Dekalb Ave,5115.01,40.70863,-73.91497,71,"CREDITCARD,KEY",17,false,0,0,17,0,true,true,true,false,2020-01-10 00:00:00
3094,Graham Ave & Withers St,5403.04,40.7169811,-73.94485918,71,"CREDITCARD,KEY",18,false,17,1,0,0,true,true,true,false,2020-01-10 00:00:00
3279,Dixon Mills,JC076,40.721630142638354,-74.04996782541275,70,"CREDITCARD,KEY",18,false,18,0,0,0,true,true,true,false,2020-01-10 00:00:00
3057,Kosciuszko St & Tompkins Ave,4553.04,40.69128258,-73.9452416,71,"CREDITCARD,KEY",18,false,15,0,3,0,true,true,true,false,2020-01-09 00:00:00
3196,Riverview Park,JC057,40.7443187,-74.0439909,70,"CREDITCARD,KEY",18,false,12,0,6,0,true,true,true,false,2020-01-09 00:00:00
3193,Lincoln Park,JC053,40.7246050998869,-74.078405946493149,70,"CREDITCARD,KEY",18,false,11,0,7,0,true,true,true,false,2020-01-09 00:00:00
3210,Pershing Field,JC024,40.742677141,-74.051788633,70,"CREDITCARD,KEY",18,false,10,0,8,0,true,true,true,false,2020-01-10 00:00:00
3049,Cambridge Pl & Gates Ave,4377.04,40.68488,-73.96304,71,"CREDITCARD,KEY",18,false,9,0,9,0,true,true,true,false,2020-01-09 00:00:00
3638,Washington St,JC098,40.7242941,-74.0354826,70,"CREDITCARD,KEY",18,false,9,0,9,0,true,true,true,false,2020-01-10 00:00:00
3678,Fairmount Ave,JC093,40.725726137425568,-74.071959257125854,70,"CREDITCARD,KEY",18,false,9,0,9,0,true,true,true,false,2020-01-09 00:00:00
3201,Dey St,JC065,40.737711,-74.066921,70,"CREDITCARD,KEY",18,false,8,0,10,0,true,true,true,false,2020-01-09 00:00:00
3191,Union St,JC051,40.7182113,-74.0836394,70,"CREDITCARD,KEY",18,false,6,0,12,0,true,true,true,false,2020-01-09 00:00:00
3863,Central Ave & Woodbine St,4632.10,40.69296,-73.91605,71,"CREDITCARD,KEY",18,false,6,0,12,0,true,true,true,false,2020-01-09 00:00:00
3412,Pacific St & Nevins St,4362.04,40.6853761,-73.98302136,71,"CREDITCARD,KEY",18,false,2,3,13,0,true,true,true,false,2020-01-09 00:00:00
3899,Manhattan Av & Leonard St,5442.09,40.72084,-73.94844,71,"CREDITCARD,KEY",18,false,4,0,14,0,true,true,true,false,2020-01-10 00:00:00
3694,Jackson Square,JC063,40.71113,-74.0789,70,"CREDITCARD,KEY",18,false,3,0,15,0,true,true,true,false,2020-01-09 00:00:00
3198,Heights Elevator,JC059,40.748715945380226,-74.040443301200867,70,"CREDITCARD,KEY",18,false,2,0,16,0,true,true,true,false,2020-01-09 00:00:00
3817,Withers St & Kingsland Ave,5362.08,40.71773,-73.94051,71,"CREDITCARD,KEY",18,false,1,0,17,0,true,true,true,false,2020-01-09 00:00:00
3826,Moffat St & Bushwick,4357.01,40.68458,-73.90925,71,"CREDITCARD,KEY",18,false,1,0,17,0,true,true,true,false,2020-01-10 00:00:00
3862,Linden St & Knickerbocker Ave,4743.04,40.69714,-73.91566,71,"CREDITCARD,KEY",18,false,1,0,17,0,true,true,true,false,2020-01-09 00:00:00
3202,Newport PATH,JC066,40.7272235,-74.0337589,70,"CREDITCARD,KEY",18,false,0,0,18,0,true,true,true,false,2020-01-09 00:00:00
3220,5 Corners Library,JC018,40.734961020009514,-74.0595030784607,70,"CREDITCARD,KEY",18,false,0,0,18,0,true,true,true,false,2020-01-09 00:00:00
3273,Manila & 1st,JC082,40.721650724879986,-74.042884111404419,70,"CREDITCARD,KEY",18,false,0,0,18,0,true,true,true,false,2020-01-09 00:00:00
3595,35 St & Broadway,6750.16,40.760339,-73.9222427,71,"CREDITCARD,KEY",18,false,0,0,18,0,true,true,true,false,2020-01-10 00:00:00
3640,Journal Square,JC103,40.73367,-74.0625,70,"CREDITCARD,KEY",18,false,0,0,18,0,true,true,true,false,2020-01-09 00:00:00
3677,Glenwood Ave,JC094,40.727551467300117,-74.071060717105865,70,"CREDITCARD,KEY",18,false,0,0,18,0,true,true,true,false,2020-01-10 00:00:00
3681,Grand St,JC102,40.715177677320291,-74.037683308124542,70,"CREDITCARD,KEY",18,false,0,0,18,0,true,true,true,false,2020-01-10 00:00:00
3833,Madison St & Evergreen Ave,4560.01,40.69122,-73.91693,71,"CREDITCARD,KEY",18,false,0,0,18,0,true,true,true,false,2020-01-09 00:00:00
3088,Union Ave & Jackson St,5300.06,40.7160751,-73.952029,71,"CREDITCARD,KEY",19,false,19,0,0,0,true,true,true,false,2020-01-09 00:00:00
3330,Henry St & Bay St,3972.08,40.6725058,-74.00494695,71,"CREDITCARD,KEY",19,false,19,0,0,0,true,true,true,false,2020-01-09 00:00:00
3332,Degraw St & Hoyt St,4258.07,40.681990442707026,-73.990790247917175,71,"CREDITCARD,KEY",19,false,19,0,0,0,true,true,true,false,2020-01-09 00:00:00
3393,Richards St & Delavan St,4202.04,40.6794327,-74.00785041,71,"CREDITCARD,KEY",19,false,19,0,0,0,true,true,true,false,2020-01-09 00:00:00
3515,24 Ave & 26 St,7152.10,40.774591,-73.918544,71,"CREDITCARD,KEY",19,false,19,0,0,0,true,true,true,false,2020-01-09 00:00:00
3596,Sullivan Pl & Bedford Ave,3736.04,40.6642406,-73.9574686,71,"CREDITCARD,KEY",19,false,19,0,0,0,true,true,true,false,2020-01-10 00:00:00
3601,Sterling St & Bedford Ave,3665.06,40.6627059,-73.9569115,71,"CREDITCARD,KEY",19,false,19,0,0,0,true,true,true,false,2020-01-09 00:00:00
3758,George St & Wilson Ave,4906.07,40.702997,-73.92997,71,"CREDITCARD,KEY",19,false,19,0,0,0,true,true,true,false,2020-01-09 00:00:00
3348,Coffey St & Conover St,4137.10,40.677236,-74.015665,71,"CREDITCARD,KEY",19,false,18,0,1,0,true,true,true,false,2020-01-09 00:00:00
3392,Commerce St & Van Brunt St,4243.01,40.6812117,-74.00860912,71,"CREDITCARD,KEY",19,false,18,0,1,0,true,true,true,false,2020-01-10 00:00:00
3557,40 Ave & 9 St,6664.05,40.75742,-73.945133,71,"CREDITCARD,KEY",19,false,18,0,1,0,true,true,true,false,2020-01-09 00:00:00
3811,27 Ave & 3 St,7132.08,40.77485,-73.9342,71,"CREDITCARD,KEY",19,false,18,0,1,0,true,true,true,false,2020-01-09 00:00:00
144,Nassau St & Navy St,4812.02,40.69839895,-73.98068914,71,"CREDITCARD,KEY",19,false,16,1,2,0,true,true,true,false,2020-01-10 00:00:00
119,Park Ave & St Edwards St,4700.06,40.69608941,-73.97803415,71,"CREDITCARD,KEY",19,false,16,0,3,0,true,true,true,false,2020-01-10 00:00:00
3255,8 Ave & W 31 St,6450.05,40.7505853470215,-73.9946848154068,71,"CREDITCARD,KEY",19,false,14,2,3,0,true,true,true,false,2020-01-10 00:00:00
3795,10 St & 2 Ave,3922.02,40.671907,-73.993612,71,"CREDITCARD,KEY",19,false,16,0,3,0,true,true,true,false,2020-01-09 00:00:00
3344,Pioneer St & Van Brunt St,4169.04,40.679043,-74.011169,71,"CREDITCARD,KEY",19,false,15,0,4,0,true,true,true,false,2020-01-10 00:00:00
3661,Montgomery St & Franklin Ave,3776.05,40.666439306870814,-73.9605563879013,71,"CREDITCARD,KEY",19,false,15,0,4,0,true,true,true,false,2020-01-09 00:00:00
3071,Boerum St & Broadway,5004.02,40.70538077,-73.94976519,71,"CREDITCARD,KEY",19,false,14,0,5,0,true,true,true,false,2020-01-10 00:00:00
373,Willoughby Ave & Walworth St,4634.02,40.69331716,-73.95381995,71,"CREDITCARD,KEY",19,false,13,0,6,0,true,true,true,false,2020-01-10 00:00:00
421,Clermont Ave & Park Ave,4692.01,40.69573398,-73.97129668,71,"CREDITCARD,KEY",19,false,12,0,7,0,true,true,true,false,2020-01-10 00:00:00
3241,Monroe St & Tompkins Ave,4434.06,40.686203,-73.944694,71,"CREDITCARD,KEY",19,false,12,0,7,0,true,true,true,false,2020-01-10 00:00:00
278,Concord St & Bridge St,4781.03,40.69766564,-73.98476437,71,"CREDITCARD,KEY",19,false,11,0,8,0,true,true,true,false,2020-01-10 00:00:00
120,Lexington Ave & Classon Ave,4452.03,40.68676793,-73.95928168,71,"CREDITCARD,KEY",19,false,10,0,9,0,true,true,true,false,2020-01-10 00:00:00
341,Stanton St & Mangin St,5326.06,40.71782143,-73.97628939,71,"CREDITCARD,KEY",19,false,9,1,9,0,true,true,true,false,2020-01-10 00:00:00
3054,Greene Ave & Throop Ave,4510.04,40.6894932,-73.942061,71,"CREDITCARD,KEY",19,false,10,0,9,0,true,true,true,false,2020-01-09 00:00:00
3589,Broadway & 12 St,6901.01,40.7668,-73.9347774,71,"CREDITCARD,KEY",19,false,10,0,9,0,true,true,true,false,2020-01-09 00:00:00
3704,47 Ave & Skillman Ave,6237.01,40.7437524099784,-73.941764831542969,71,"CREDITCARD,KEY",19,false,10,0,9,0,true,true,true,false,2020-01-09 00:00:00
3249,Verona Pl & Fulton St,4124.04,40.6803560840434,-73.9476791024208,71,"CREDITCARD,KEY",19,false,9,0,10,0,true,true,true,false,2020-01-09 00:00:00
3556,24 St & 41 Ave,6505.01,40.7527085,-73.9397405,71,"CREDITCARD,KEY",19,false,9,0,10,0,true,true,true,false,2020-01-10 00:00:00
3575,Crescent St & 34 Ave,6759.15,40.76108,-73.930562,71,"CREDITCARD,KEY",19,false,9,0,10,0,true,true,true,false,2020-01-09 00:00:00
3395,Henry St & W 9 St,4086.06,40.6763744,-74.00324957,71,"CREDITCARD,KEY",19,false,8,0,11,0,true,true,true,false,2020-01-09 00:00:00
3857,Engert Ave & McGuinness Blvd,5473.03,40.72158,-73.94546,71,"CREDITCARD,KEY",19,false,7,1,11,0,true,true,true,false,2020-01-09 00:00:00
275,Washington Ave & Greene Ave,4419.03,40.68650065,-73.96563307,71,"CREDITCARD,KEY",19,false,6,1,12,0,true,true,true,false,2020-01-10 00:00:00
3046,Marcus Garvey Blvd & Macon St,4278.03,40.682601,-73.938037,71,"CREDITCARD,KEY",19,false,7,0,12,0,true,true,true,false,2020-01-10 00:00:00
3726,Center Blvd & 51 Ave,6179.07,40.743366080270214,-73.959606885910034,71,"CREDITCARD,KEY",19,false,7,0,12,0,true,true,true,false,2020-01-09 00:00:00
3878,Cypress Ave & George St,4765.07,40.69812,-73.90271,71,"CREDITCARD,KEY",19,false,7,0,12,0,true,true,true,false,2020-01-09 00:00:00
3453,Devoe St & Lorimer St,5259.06,40.713352262228753,-73.9491033554077,71,"CREDITCARD,KEY",19,false,6,0,13,0,true,true,true,false,2020-01-10 00:00:00
3564,21 St & 36 Ave,6729.02,40.7601853,-73.9362726,71,"CREDITCARD,KEY",19,false,6,0,13,0,true,true,true,false,2020-01-09 00:00:00
3607,31 Ave & 14 St,6966.04,40.7682,-73.9322662,71,"CREDITCARD,KEY",19,false,6,0,13,0,true,true,true,false,2020-01-10 00:00:00
3060,Willoughby Ave & Tompkins Ave,4665.02,40.69425403,-73.94626915,71,"CREDITCARD,KEY",19,false,4,1,14,0,true,true,true,false,2020-01-09 00:00:00
3586,34 Ave & 13 St,6836.07,40.7638753,-73.9364848,71,"CREDITCARD,KEY",19,false,5,0,14,0,true,true,true,false,2020-01-10 00:00:00
3619,Newtown Ave & 23 St,7026.08,40.7713615,-73.9246145,71,"CREDITCARD,KEY",19,false,5,0,14,0,true,true,true,false,2020-01-09 00:00:00
3621,27 Ave & 9 St,7098.05,40.7739825,-73.9309134,71,"CREDITCARD,KEY",19,false,5,0,14,0,true,true,true,false,2020-01-09 00:00:00
3530,Crescent St & Ditmars Blvd,7233.05,40.7787185,-73.9145645,71,"CREDITCARD,KEY",19,false,4,0,15,0,true,true,true,false,2020-01-09 00:00:00
3598,Newton Rd & 44 St,6743.06,40.7595701,-73.9142678,71,"CREDITCARD,KEY",19,false,4,0,15,0,true,true,true,false,2020-01-10 00:00:00
3691,28 Ave & 44 St,6879.04,40.76408932350688,-73.910651206970215,71,"CREDITCARD,KEY",19,false,4,0,15,0,true,true,true,false,2020-01-10 00:00:00
3759,Irving Ave & Jefferson St,5051.02,40.70538,-73.92535,71,"CREDITCARD,KEY",19,false,3,1,15,0,true,true,true,false,2020-01-09 00:00:00
3767,Powers St & Olive St,5210.01,40.71323,-73.93894,71,"CREDITCARD,KEY",19,false,4,0,15,0,true,true,true,false,2020-01-09 00:00:00
3868,Knickerbocker Ave & Halsey St,4623.02,40.693,-73.90824,71,"CREDITCARD,KEY",19,false,4,0,15,0,true,true,true,false,2020-01-10 00:00:00
3892,38 Ave & 29 St,6538.11,40.75473,-73.93367,71,"CREDITCARD,KEY",19,false,4,0,15,0,true,true,true,false,2020-01-09 00:00:00
289,Monroe St & Classon Ave,4336.01,40.6845683,-73.95881081,71,"CREDITCARD,KEY",19,false,3,0,16,0,true,true,true,false,2020-01-10 00:00:00
3059,Pulaski St & Marcus Garvey Blvd,4656.03,40.6933982,-73.939877,71,"CREDITCARD,KEY",19,false,3,0,16,0,true,true,true,false,2020-01-09 00:00:00
3066,Tompkins Ave & Hopkins St,4850.04,40.69957608,-73.94708417,71,"CREDITCARD,KEY",19,false,2,1,16,0,true,true,true,false,2020-01-09 00:00:00
3592,Crescent St & Broadway,6827.11,40.7633589,-73.9286471,71,"CREDITCARD,KEY",19,false,3,0,16,0,true,true,true,false,2020-01-10 00:00:00
3883,Harman St & Seneca Ave,5002.09,40.70577,-73.91292,71,"CREDITCARD,KEY",19,false,3,0,16,0,true,true,true,false,2020-01-10 00:00:00
3042,Fulton St & Utica Ave,4228.02,40.6794268,-73.9298911,71,"CREDITCARD,KEY",19,false,2,0,17,0,true,true,true,false,2020-01-10 00:00:00
3043,Lewis Ave & Decatur St,4237.01,40.6814598,-73.934903,71,"CREDITCARD,KEY",19,false,2,0,17,0,true,true,true,false,2020-01-09 00:00:00
3522,37 St & 24 Ave,6981.16,40.7701477,-73.9120938,71,"CREDITCARD,KEY",19,false,2,0,17,0,true,true,true,false,2020-01-09 00:00:00
3755,DeKalb Ave & Franklin Ave,4528.01,40.690648070829432,-73.957461789250374,71,"CREDITCARD,KEY",19,false,2,0,17,0,true,true,true,false,2020-01-10 00:00:00
3888,Woodward Ave & Harman St,5074.08,40.70793,-73.91092,71,"CREDITCARD,KEY",19,false,2,0,17,0,true,true,true,false,2020-01-10 00:00:00
3902,Fairview Ave & Linden St,5066.03,40.70694,-73.90632,71,"CREDITCARD,KEY",19,false,2,0,17,0,true,true,true,false,2020-01-09 00:00:00
3048,Putnam Ave & Nostrand Ave,4327.09,40.68402,-73.94977,71,"CREDITCARD,KEY",19,false,1,0,18,0,true,true,true,false,2020-01-10 00:00:00
3559,21 St & 38 Ave,6656.05,40.7576314,-73.9391224,71,"CREDITCARD,KEY",19,false,1,0,18,0,true,true,true,false,2020-01-09 00:00:00
3565,36 Ave & 10 St,6737.03,40.7614376,-73.9411265,71,"CREDITCARD,KEY",19,false,1,0,18,0,true,true,true,false,2020-01-09 00:00:00
3567,11 St & 35 Ave,6768.04,40.7627442,-73.9391141,71,"CREDITCARD,KEY",19,false,0,1,18,0,true,true,true,false,2020-01-09 00:00:00
3820,Willoughby Ave & Myrtle Ave,4759.02,40.69757,-73.93098,71,"CREDITCARD,KEY",19,false,1,0,18,0,true,true,true,false,2020-01-09 00:00:00
3834,Irving Ave & Halsey St,4695.04,40.69467,-73.90663,71,"CREDITCARD,KEY",19,false,1,0,18,0,true,true,true,false,2020-01-10 00:00:00
3885,Onderdonk Ave & Gates Ave,4994.10,40.70413,-73.90737,71,"CREDITCARD,KEY",19,false,1,0,18,0,true,true,true,false,2020-01-09 00:00:00
3590,Carroll St & Franklin Ave,3847.04,40.6679411,-73.9588,71,"CREDITCARD,KEY",19,false,0,0,19,0,true,true,true,false,2020-01-10 00:00:00
3772,Devoe St & Morgan Ave,5282.02,40.713811,-73.93515,71,"CREDITCARD,KEY",19,false,0,0,19,0,true,true,true,false,2020-01-09 00:00:00
3872,Hancock St & Wyckoff Ave,4735.16,40.6972,-73.90674,71,"CREDITCARD,KEY",19,false,0,0,19,0,true,true,true,false,2020-01-09 00:00:00
291,Madison St & Montgomery St,5262.09,40.713126,-73.984844,71,"CREDITCARD,KEY",20,false,14,0,6,0,true,true,true,false,2020-01-10 00:00:00
3819,Green St & McGuinness Blvd,5860.02,40.73396,-73.95204,71,"CREDITCARD,KEY",20,false,12,0,8,0,true,true,true,false,2020-01-09 00:00:00
3063,Nostrand Ave & Myrtle Ave,4707.04,40.69527008,-73.95238108,71,"CREDITCARD,KEY",20,false,10,0,10,0,true,true,true,false,2020-01-09 00:00:00
3773,Knickerbocker Ave & Thames St,5018.06,40.70539,-73.92976,71,"CREDITCARD,KEY",20,false,8,1,11,0,true,true,true,false,2020-01-10 00:00:00
3859,Lorimer St & Calyer St,5709.04,40.72795,-73.95414,71,"CREDITCARD,KEY",20,false,8,0,12,0,true,true,true,false,2020-01-09 00:00:00
3827,Halsey St & Broadway,4366.01,40.68565,-73.91564,71,"CREDITCARD,KEY",20,false,6,0,14,0,true,true,true,false,2020-01-10 00:00:00
3858,Kent St & McGuinness Blvd,5785.10,40.73124,-73.95161,71,"CREDITCARD,KEY",20,false,6,0,14,0,true,true,true,false,2020-01-10 00:00:00
3853,Harrison Pl & Porter Ave,5090.06,40.70686,-73.92851,71,"CREDITCARD,KEY",20,false,5,0,15,0,true,true,true,false,2020-01-09 00:00:00
3886,Menahan St & Onderdonk Ave,5034.03,40.70553,-73.9096,71,"CREDITCARD,KEY",20,false,3,0,17,0,true,true,true,false,2020-01-09 00:00:00
3822,Bushwick Ave & Forrest St,4914.03,40.70076,-73.93641,71,"CREDITCARD,KEY",20,false,2,0,18,0,true,true,true,false,2020-01-10 00:00:00
3851,Metropolitan Ave & Stewart Ave,5273.01,40.71401,-73.92793,71,"CREDITCARD,KEY",20,false,1,0,19,0,true,true,true,false,2020-01-09 00:00:00
3909,Madison St & Woodward Ave,4954.07,40.70408,-73.90408,71,"CREDITCARD,KEY",20,false,1,0,19,0,true,true,true,false,2020-01-09 00:00:00
3861,Menahan St & Wyckoff Ave,4890.11,40.70113,-73.91422,71,"CREDITCARD,KEY",20,false,0,0,20,0,true,true,true,false,2020-01-09 00:00:00
3870,Melrose St & Broadway,4801.04,40.697481,-73.935877,71,"CREDITCARD,KEY",20,false,0,0,20,0,true,true,true,false,2020-01-10 00:00:00
3891,Irving Ave & Palmetto St,4775.01,40.698,-73.9127,71,"CREDITCARD,KEY",20,false,0,0,20,0,true,true,true,false,2020-01-09 00:00:00
3311,Columbia St & Kane St,4422.05,40.68763155,-74.0016256,71,"CREDITCARD,KEY",21,false,21,0,0,0,true,true,true,false,2020-01-09 00:00:00
3340,Wolcott St & Dwight St,4054.02,40.6753274,-74.0100698,71,"CREDITCARD,KEY",21,false,21,0,0,0,true,true,true,false,2020-01-09 00:00:00
3347,Van Brunt St & Wolcott St,4095.03,40.6773429,-74.01275056,71,"CREDITCARD,KEY",21,false,21,0,0,0,true,true,true,false,2020-01-09 00:00:00
3394,Columbia St & W 9 St,4086.05,40.6769993,-74.00647134,71,"CREDITCARD,KEY",21,false,21,0,0,0,true,true,true,false,2020-01-09 00:00:00
3606,49 Ave & 21 St,6128.04,40.74252,-73.948852,71,"CREDITCARD,KEY",21,false,20,1,0,0,true,true,true,false,2020-01-09 00:00:00
3356,Amsterdam Ave & W 66 St,7149.05,40.7746671,-73.98470567,71,"CREDITCARD,KEY",21,false,19,1,1,0,true,true,true,false,2020-01-10 00:00:00
3756,White St & Moore St,4987.06,40.704508,-73.9351,71,"CREDITCARD,KEY",21,false,20,0,1,0,true,true,true,false,2020-01-10 00:00:00
3608,5 St & 51 Ave,6137.04,40.7423737,-73.9566,71,"CREDITCARD,KEY",21,false,19,0,2,0,true,true,true,false,2020-01-09 00:00:00
3333,Columbia St & Lorraine St,4103.08,40.6747055,-74.0075572,71,"CREDITCARD,KEY",21,false,18,0,3,0,true,true,true,false,2020-01-09 00:00:00
3352,Sigourney St & Columbia St,3940.04,40.672672434109479,-74.0087952464819,71,"CREDITCARD,KEY",21,false,17,1,3,0,true,true,true,false,2020-01-09 00:00:00
3422,Columbia St & Degraw St,4422.04,40.6859296,-74.00242364,71,"CREDITCARD,KEY",21,false,18,0,3,0,true,true,true,false,2020-01-10 00:00:00
3498,Pleasant Ave & E 120 St,7579.01,40.7974772,-73.9311847,71,"CREDITCARD,KEY",21,false,18,0,3,0,true,true,true,false,2020-01-10 00:00:00
3525,23 Ave & 27 St,7178.02,40.776165,-73.9153175,71,"CREDITCARD,KEY",21,false,18,0,3,0,true,true,true,false,2020-01-09 00:00:00
3615,44 Dr & 21 St,6278.04,40.748,-73.9460927,71,"CREDITCARD,KEY",21,false,17,1,3,0,true,true,true,false,2020-01-09 00:00:00
3420,Douglass St & 3 Ave,4217.02,40.6802133,-73.98432695,71,"CREDITCARD,KEY",21,false,12,0,9,0,true,true,true,false,2020-01-10 00:00:00
3605,31 Ave & Crescent St,6893.10,40.7658346,-73.9265474,71,"CREDITCARD,KEY",21,false,12,0,9,0,true,true,true,false,2020-01-09 00:00:00
3845,Irving Ave & Harman St,4856.05,40.70108,-73.9179,71,"CREDITCARD,KEY",21,false,12,0,9,0,true,true,true,false,2020-01-09 00:00:00
3319,14 St & 5 Ave,3771.06,40.666287,-73.98895053,71,"CREDITCARD,KEY",21,false,10,1,10,0,true,true,true,false,2020-01-09 00:00:00
3047,Halsey St & Tompkins Ave,4319.07,40.6823687,-73.944118,71,"CREDITCARD,KEY",21,false,10,0,11,0,true,true,true,false,2020-01-09 00:00:00
3326,Clinton St & Centre St,4045.01,40.67434,-74.00194698,71,"CREDITCARD,KEY",21,false,10,0,11,0,true,true,true,false,2020-01-09 00:00:00
3603,31 Ave & 30 St,6857.09,40.7647,-73.9240312,71,"CREDITCARD,KEY",21,false,10,0,11,0,true,true,true,false,2020-01-09 00:00:00
3673,Dean St & Franklin Ave,4107.13,40.677592069373759,-73.955637216568,71,"CREDITCARD,KEY",21,false,8,1,12,0,true,true,true,false,2020-01-09 00:00:00
